,experiment,node_id,label,label_2,loss,count,std,mean,var,hop,min,max,outliers,window
35,rnd__2019-05-01_13:41_,aaaa::212:740a:a:a0a,Normal,Normal,92.0,2,154.14927829866735,1607.0,23762.0,4,999,9732,0,25
36,normal__2019-05-01_13:43_,aaaa::212:7403:3:303,Normal,Normal,28.000000000000004,18,487.4470375118562,644.5555555555555,237604.61437908493,1,148,5629,2,25
37,normal__2019-05-01_13:43_,aaaa::212:7403:3:303,Normal,Normal,60.0,10,429.92733236107597,580.8,184837.5111111111,1,148,5629,0,25
38,normal__2019-05-01_13:43_,aaaa::212:7403:3:303,Normal,Normal,68.0,8,637.868870872824,1187.125,406876.6964285714,1,148,5629,0,25
39,normal__2019-05-01_13:43_,aaaa::212:7403:3:303,Normal,Normal,68.0,8,1431.5016528606793,1498.875,2049196.982142857,1,148,5629,0,25
40,normal__2019-05-01_13:43_,aaaa::212:7407:7:707,Normal,Normal,52.0,12,740.7048240450688,1326.0,548643.6363636364,3,764,11771,1,25
41,normal__2019-05-01_13:43_,aaaa::212:7407:7:707,Normal,Normal,60.0,10,1217.0934593895774,2259.4,1481316.4888888889,3,764,11771,0,25
42,normal__2019-05-01_13:43_,aaaa::212:7407:7:707,Normal,Normal,68.0,8,2318.692269208166,6557.875,5376333.839285715,3,764,11771,0,25
43,normal__2019-05-01_13:43_,aaaa::212:7407:7:707,Normal,Normal,72.0,7,2231.0541497345193,5264.571428571428,4977602.6190476185,3,764,11771,0,25
44,normal__2019-05-01_13:43_,aaaa::212:7408:8:808,Normal,Normal,48.0,13,832.5488512655517,1637.6153846153845,693137.5897435897,4,886,13769,1,25
45,normal__2019-05-01_13:43_,aaaa::212:7408:8:808,Normal,Normal,64.0,9,1941.2195264832878,2864.0,3768333.25,4,886,13769,1,25
46,normal__2019-05-01_13:43_,aaaa::212:7408:8:808,Normal,Normal,72.0,7,4139.565269330539,4606.571428571428,17136000.619047623,4,886,13769,1,25
47,normal__2019-05-01_13:43_,aaaa::212:7408:8:808,Normal,Normal,76.0,6,3034.0578383851994,4737.166666666667,9205506.966666669,4,886,13769,0,25
48,normal__2019-05-01_13:43_,aaaa::212:7405:5:505,Normal,Normal,56.00000000000001,11,630.2866447462254,1309.6363636363637,397261.2545454546,3,674,8924,1,25
49,normal__2019-05-01_13:43_,aaaa::212:7405:5:505,Normal,Normal,52.0,12,1314.0350388529728,2001.5833333333333,1726688.0833333335,3,674,8924,1,25
50,normal__2019-05-01_13:43_,aaaa::212:7405:5:505,Normal,Normal,88.0,3,1764.813115696201,3063.6666666666665,3114565.333333333,3,674,8924,0,25
51,normal__2019-05-01_13:43_,aaaa::212:7405:5:505,Normal,Normal,80.0,5,1726.6845977189928,2900.8,2981439.7,3,674,8924,0,25
52,normal__2019-05-01_13:43_,aaaa::212:7409:9:909,Normal,Normal,68.0,8,780.5754173318919,1218.375,609297.9821428572,3,601,5693,1,25
53,normal__2019-05-01_13:43_,aaaa::212:7409:9:909,Normal,Normal,72.0,7,795.7938235019229,1739.857142857143,633287.8095238096,3,601,5693,0,25
54,normal__2019-05-01_13:43_,aaaa::212:7409:9:909,Normal,Normal,100.0,0,0.0,0.0,0.0,3,601,5693,0,25
55,normal__2019-05-01_13:43_,aaaa::212:7409:9:909,Normal,Normal,96.0,1,0.0,5693.0,0.0,3,601,5693,0,25
56,normal__2019-05-01_13:43_,aaaa::212:7404:4:404,Normal,Normal,64.0,9,230.58566737765815,705.6666666666666,53169.75,2,284,6708,0,25
57,normal__2019-05-01_13:43_,aaaa::212:7404:4:404,Normal,Normal,52.0,12,667.4584710722163,969.0833333333334,445500.81060606055,2,284,6708,1,25
58,normal__2019-05-01_13:43_,aaaa::212:7404:4:404,Normal,Normal,92.0,2,440.5275246792191,1840.5,194064.5,2,284,6708,0,25
59,normal__2019-05-01_13:43_,aaaa::212:7404:4:404,Normal,Normal,96.0,1,0.0,1741.0,0.0,2,284,6708,0,25
60,normal__2019-05-01_13:43_,aaaa::212:7402:2:202,Normal,Normal,40.0,15,471.1312626717385,1062.3333333333333,221964.6666666667,4,557,7717,0,25
61,normal__2019-05-01_13:43_,aaaa::212:7402:2:202,Normal,Normal,64.0,9,714.5049762675633,1521.888888888889,510517.3611111112,4,557,7717,1,25
62,normal__2019-05-01_13:43_,aaaa::212:7402:2:202,Normal,Normal,88.0,3,1474.463066113673,1940.3333333333333,2174041.3333333335,4,557,7717,0,25
63,normal__2019-05-01_13:43_,aaaa::212:7402:2:202,Normal,Normal,100.0,0,0.0,0.0,0.0,4,557,7717,0,25
64,normal__2019-05-01_13:43_,aaaa::212:7406:6:606,Normal,Normal,32.0,17,835.4838242528907,1060.7058823529412,698033.2205882352,2,361,11150,1,25
65,normal__2019-05-01_13:43_,aaaa::212:7406:6:606,Normal,Normal,56.00000000000001,11,1619.6700281230126,1317.0,2623331.0,2,361,11150,1,25
66,normal__2019-05-01_13:43_,aaaa::212:7406:6:606,Normal,Normal,100.0,0,0.0,0.0,0.0,2,361,11150,0,25
67,normal__2019-05-01_13:43_,aaaa::212:7406:6:606,Normal,Normal,96.0,1,0.0,1610.0,0.0,2,361,11150,0,25
68,normal__2019-05-01_13:43_,aaaa::212:740a:a:a0a,Normal,Normal,56.00000000000001,11,372.96031960518263,1604.0,139099.4,4,851,12233,1,25
69,normal__2019-05-01_13:43_,aaaa::212:740a:a:a0a,Normal,Normal,68.0,8,383.9783987599898,1941.375,147439.4107142857,4,851,12233,1,25
70,normal__2019-05-01_13:43_,aaaa::212:740a:a:a0a,Normal,Normal,92.0,2,1773.4238072158612,5891.0,3145032.0,4,851,12233,0,25
71,normal__2019-05-01_13:43_,aaaa::212:740a:a:a0a,Normal,Normal,88.0,3,1341.4046120888856,2272.6666666666665,1799366.3333333335,4,851,12233,0,25
72,rnd__2019-05-01_01:07_,aaaa::212:7408:8:808,Normal,Normal,80.0,5,2264.8770827574726,2608.2,5129668.2,2,445,7519,0,25
73,rnd__2019-05-01_01:07_,aaaa::212:7408:8:808,Normal,Normal,60.0,10,1431.7600862031475,1390.5,2049936.9444444445,2,445,7519,1,25
74,rnd__2019-05-01_01:07_,aaaa::212:7408:8:808,Normal,Normal,68.0,8,896.604537367825,1443.625,803899.6964285715,2,445,7519,0,25
75,rnd__2019-05-01_01:07_,aaaa::212:7408:8:808,Normal,Normal,92.0,2,1501.1876964590404,1630.5,2253564.5,2,445,7519,0,25
76,rnd__2019-05-01_01:07_,aaaa::212:7405:5:505,Normal,Normal,64.0,9,1352.1501395924936,2426.0,1828310.0,2,600,7148,0,25
77,rnd__2019-05-01_01:07_,aaaa::212:7405:5:505,Normal,Normal,80.0,5,1413.6114034627763,2260.8,1998297.1999999997,2,600,7148,0,25
78,rnd__2019-05-01_01:07_,aaaa::212:7405:5:505,Normal,Normal,88.0,3,1577.254682457254,2234.3333333333335,2487732.333333333,2,600,7148,0,25
79,rnd__2019-05-01_01:07_,aaaa::212:7405:5:505,Normal,Normal,96.0,1,0.0,2669.0,0.0,2,600,7148,0,25
80,rnd__2019-05-01_01:07_,aaaa::212:740a:a:a0a,Normal,Normal,96.0,1,0.0,1170.0,0.0,2,460,5075,0,25
81,rnd__2019-05-01_01:07_,aaaa::212:740a:a:a0a,Normal,Normal,88.0,3,170.20379940921805,2979.6666666666665,28969.333333333336,2,460,5075,0,25
82,rnd__2019-05-01_01:07_,aaaa::212:740a:a:a0a,Normal,Normal,84.0,4,643.927208619111,2051.25,414642.25,2,460,5075,0,25
83,rnd__2019-05-01_01:07_,aaaa::212:740a:a:a0a,Normal,Normal,100.0,0,0.0,0.0,0.0,2,460,5075,0,25
84,rnd__2019-05-01_01:07_,aaaa::212:7404:4:404,Normal,Normal,84.0,4,4398.606322840603,3404.25,19347737.583333332,2,401,9943,0,25
85,rnd__2019-05-01_01:07_,aaaa::212:7404:4:404,Normal,Normal,48.0,13,625.2394925761831,1125.6153846153845,390924.423076923,2,401,9943,1,25
86,rnd__2019-05-01_01:07_,aaaa::212:7404:4:404,Normal,Normal,68.0,8,871.0307420357955,1260.625,758694.5535714285,2,401,9943,1,25
87,rnd__2019-05-01_01:07_,aaaa::212:7404:4:404,Normal,Normal,72.0,7,708.2122361471676,1212.7142857142858,501564.5714285714,2,401,9943,0,25
88,rnd__2019-05-01_01:07_,aaaa::212:7402:2:202,Normal,Normal,88.0,3,331.5976477600527,2991.0,109957.0,2,652,4950,0,25
89,rnd__2019-05-01_01:07_,aaaa::212:7402:2:202,Normal,Normal,72.0,7,798.157759796777,2548.1428571428573,637055.8095238096,2,652,4950,0,25
90,rnd__2019-05-01_01:07_,aaaa::212:7402:2:202,Normal,Normal,76.0,6,775.3546285410309,1942.0,601174.8,2,652,4950,0,25
91,rnd__2019-05-01_01:07_,aaaa::212:7402:2:202,Normal,Normal,100.0,0,0.0,0.0,0.0,2,652,4950,0,25
92,rnd__2019-05-01_01:07_,aaaa::212:7407:7:707,Normal,Normal,76.0,6,1018.5655436282275,869.8333333333334,1037475.7666666666,1,140,4390,0,25
93,rnd__2019-05-01_01:07_,aaaa::212:7407:7:707,Normal,Normal,68.0,8,1064.3545914912809,1186.125,1132850.6964285714,1,140,4390,0,25
94,rnd__2019-05-01_01:07_,aaaa::212:7407:7:707,Normal,Normal,52.0,12,526.6999893562546,632.8333333333334,277412.8787878787,1,140,4390,1,25
95,rnd__2019-05-01_01:07_,aaaa::212:7407:7:707,Normal,Normal,12.0,22,508.7625680505108,556.2727272727273,258839.35064935067,1,140,4390,2,25
96,rnd__2019-05-01_01:07_,aaaa::212:7403:3:303,Normal,Normal,100.0,0,0.0,0.0,0.0,3,1640,9086,0,25
97,rnd__2019-05-01_01:07_,aaaa::212:7403:3:303,Normal,Normal,96.0,1,0.0,3465.0,0.0,3,1640,9086,0,25
98,rnd__2019-05-01_01:07_,aaaa::212:7403:3:303,Normal,Normal,96.0,1,0.0,4007.0,0.0,3,1640,9086,0,25
99,rnd__2019-05-01_01:07_,aaaa::212:7403:3:303,Normal,Normal,100.0,0,0.0,0.0,0.0,3,1640,9086,0,25
100,rnd__2019-05-01_01:07_,aaaa::212:7409:9:909,Normal,Normal,80.0,5,1574.4135416084303,1687.0,2478778.0,1,280,4653,0,25
101,rnd__2019-05-01_01:07_,aaaa::212:7409:9:909,Normal,Normal,76.0,6,752.3134984831788,895.0,565975.6,1,280,4653,0,25
102,rnd__2019-05-01_01:07_,aaaa::212:7409:9:909,Normal,Normal,88.0,3,507.2911721421272,890.3333333333334,257344.33333333334,1,280,4653,0,25
103,rnd__2019-05-01_01:07_,aaaa::212:7409:9:909,Normal,Normal,84.0,4,668.9471204811334,1057.25,447490.25,1,280,4653,0,25
104,rnd__2019-05-01_01:07_,aaaa::212:7406:6:606,Normal,Normal,60.0,10,1165.3041996739641,2569.1,1357933.8777777778,2,499,7977,0,25
105,rnd__2019-05-01_01:07_,aaaa::212:7406:6:606,Normal,Normal,72.0,7,1055.3089369378772,2360.4285714285716,1113676.9523809524,2,499,7977,0,25
106,rnd__2019-05-01_01:07_,aaaa::212:7406:6:606,Normal,Normal,84.0,4,1587.4048790400009,2852.75,2519854.25,2,499,7977,0,25
107,rnd__2019-05-01_01:07_,aaaa::212:7406:6:606,Normal,Normal,100.0,0,0.0,0.0,0.0,2,499,7977,0,25
108,normal_2019-05-03_12:56_,aaaa::212:7403:3:303,Normal,Normal,68.0,8,768.5025211409524,1505.125,590596.125,1,283,6672,0,25
109,normal_2019-05-03_12:56_,aaaa::212:7403:3:303,Normal,Normal,80.0,5,1939.8461794688774,3570.8,3763003.2,1,283,6672,0,25
110,normal_2019-05-03_12:56_,aaaa::212:7403:3:303,Normal,Normal,80.0,5,1549.6340858409123,1815.4,2401365.8,1,283,6672,0,25
111,normal_2019-05-03_12:56_,aaaa::212:7403:3:303,Normal,Normal,96.0,1,0.0,2752.0,0.0,1,283,6672,0,25
112,normal_2019-05-03_12:56_,aaaa::212:7407:7:707,Normal,Normal,100.0,0,0.0,0.0,0.0,3,906,6594,0,25
113,normal_2019-05-03_12:56_,aaaa::212:7407:7:707,Normal,Normal,100.0,0,0.0,0.0,0.0,3,906,6594,0,25
114,normal_2019-05-03_12:56_,aaaa::212:7407:7:707,Normal,Normal,100.0,0,0.0,0.0,0.0,3,906,6594,0,25
115,normal_2019-05-03_12:56_,aaaa::212:7407:7:707,Normal,Normal,100.0,0,0.0,0.0,0.0,3,906,6594,0,25
116,normal_2019-05-03_12:56_,aaaa::212:7402:2:202,Normal,Normal,88.0,3,1029.1366932207468,1414.6666666666667,1059122.3333333335,2,756,2659,0,25
117,normal_2019-05-03_12:56_,aaaa::212:7402:2:202,Normal,Normal,84.0,4,259.44427789668697,2372.0,67311.33333333333,2,756,2659,0,25
118,normal_2019-05-03_12:56_,aaaa::212:7402:2:202,Normal,Normal,96.0,1,0.0,970.0,0.0,2,756,2659,0,25
119,normal_2019-05-03_12:56_,aaaa::212:7402:2:202,Normal,Normal,100.0,0,0.0,0.0,0.0,2,756,2659,0,25
120,normal_2019-05-03_12:56_,aaaa::212:7409:9:909,Normal,Normal,100.0,0,0.0,0.0,0.0,3,1227,5799,0,25
121,normal_2019-05-03_12:56_,aaaa::212:7409:9:909,Normal,Normal,96.0,1,0.0,3900.0,0.0,3,1227,5799,0,25
122,normal_2019-05-03_12:56_,aaaa::212:7409:9:909,Normal,Normal,100.0,0,0.0,0.0,0.0,3,1227,5799,0,25
123,normal_2019-05-03_12:56_,aaaa::212:7409:9:909,Normal,Normal,96.0,1,0.0,5799.0,0.0,3,1227,5799,0,25
124,normal_2019-05-03_12:56_,aaaa::212:7408:8:808,Normal,Normal,96.0,1,0.0,8051.0,0.0,4,2145,15160,0,25
125,normal_2019-05-03_12:56_,aaaa::212:7408:8:808,Normal,Normal,92.0,2,8024.247752904941,9486.0,64388552.0,4,2145,15160,0,25
126,normal_2019-05-03_12:56_,aaaa::212:7408:8:808,Normal,Normal,80.0,5,1632.733995481199,5194.4,2665820.3,4,2145,15160,0,25
127,normal_2019-05-03_12:56_,aaaa::212:7408:8:808,Normal,Normal,100.0,0,0.0,0.0,0.0,4,2145,15160,0,25
128,normal_2019-05-03_12:56_,aaaa::212:7406:6:606,Normal,Normal,96.0,1,0.0,7339.0,0.0,2,661,10372,0,25
129,normal_2019-05-03_12:56_,aaaa::212:7406:6:606,Normal,Normal,92.0,2,1551.3922779232853,3944.0,2406818.0,2,661,10372,0,25
130,normal_2019-05-03_12:56_,aaaa::212:7406:6:606,Normal,Normal,76.0,6,3249.717736460609,4850.833333333333,10560665.366666665,2,661,10372,0,25
131,normal_2019-05-03_12:56_,aaaa::212:7406:6:606,Normal,Normal,96.0,1,0.0,5913.0,0.0,2,661,10372,0,25
132,normal_2019-05-03_12:56_,aaaa::212:740a:a:a0a,Normal,Normal,96.0,1,0.0,5841.0,0.0,4,1721,8781,0,25
133,normal_2019-05-03_12:56_,aaaa::212:740a:a:a0a,Normal,Normal,100.0,0,0.0,0.0,0.0,4,1721,8781,0,25
134,normal_2019-05-03_12:56_,aaaa::212:740a:a:a0a,Normal,Normal,96.0,1,0.0,8781.0,0.0,4,1721,8781,0,25
135,normal_2019-05-03_12:56_,aaaa::212:740a:a:a0a,Normal,Normal,100.0,0,0.0,0.0,0.0,4,1721,8781,0,25
136,normal_2019-05-03_12:56_,aaaa::212:7405:5:505,Normal,Normal,96.0,1,0.0,6247.0,0.0,3,2349,12996,0,25
137,normal_2019-05-03_12:56_,aaaa::212:7405:5:505,Normal,Normal,84.0,4,4590.130090749063,6477.25,21069294.25,3,2349,12996,0,25
138,normal_2019-05-03_12:56_,aaaa::212:7405:5:505,Normal,Normal,100.0,0,0.0,0.0,0.0,3,2349,12996,0,25
139,normal_2019-05-03_12:56_,aaaa::212:7405:5:505,Normal,Normal,100.0,0,0.0,0.0,0.0,3,2349,12996,0,25
140,normal_2019-05-03_12:56_,aaaa::212:7404:4:404,Normal,Normal,92.0,2,1192.1820330805192,2997.0,1421298.0,2,854,4910,0,25
141,normal_2019-05-03_12:56_,aaaa::212:7404:4:404,Normal,Normal,80.0,5,1517.4911861358537,2379.0,2302779.5,2,854,4910,0,25
142,normal_2019-05-03_12:56_,aaaa::212:7404:4:404,Normal,Normal,88.0,3,1952.550212755957,2735.3333333333335,3812452.3333333335,2,854,4910,0,25
143,normal_2019-05-03_12:56_,aaaa::212:7404:4:404,Normal,Normal,92.0,2,1038.0327547818517,3621.0,1077512.0,2,854,4910,0,25
144,1bh-5_2019-05-03_00:32_,aaaa::212:7402:2:202,Attacked,GH,28.000000000000004,18,915.5642997234572,1576.888888888889,838257.9869281045,2,273,5474,1,25
145,1bh-5_2019-05-03_00:32_,aaaa::212:7402:2:202,Attacked,GH,36.0,16,1241.521846699982,1276.3125,1541376.4958333333,2,273,5474,1,25
146,1bh-5_2019-05-03_00:32_,aaaa::212:7402:2:202,Attacked,GH,60.0,10,941.720228565198,1182.9,886836.9888888889,2,273,5474,1,25
147,1bh-5_2019-05-03_00:32_,aaaa::212:7402:2:202,Attacked,GH,52.0,12,630.944145825536,1149.8333333333333,398090.5151515152,2,273,5474,1,25
148,1bh-5_2019-05-03_00:32_,aaaa::212:7403:3:303,Attacked,GH,20.0,20,681.0860116484245,874.45,463878.15526315785,1,135,3501,1,25
149,1bh-5_2019-05-03_00:32_,aaaa::212:7403:3:303,Attacked,GH,44.0,14,300.5067149237862,512.8571428571429,90304.28571428571,1,135,3501,1,25
150,1bh-5_2019-05-03_00:32_,aaaa::212:7403:3:303,Attacked,GH,24.0,19,364.20323996362254,666.0,132644.0,1,135,3501,1,25
151,1bh-5_2019-05-03_00:32_,aaaa::212:7403:3:303,Attacked,GH,20.0,20,817.9921036165003,733.85,669111.0815789474,1,135,3501,1,25
152,1bh-5_2019-05-03_00:32_,aaaa::212:7405:5:505,Attacked,GH,40.0,15,1331.73421844279,1899.2,1773516.0285714287,3,545,7500,0,25
153,1bh-5_2019-05-03_00:32_,aaaa::212:7405:5:505,Attacked,GH,44.0,14,959.4329827307628,2088.4285714285716,920511.6483516482,3,545,7500,1,25
154,1bh-5_2019-05-03_00:32_,aaaa::212:7405:5:505,Attacked,GH,44.0,14,1737.4512357770782,2535.214285714286,3018736.7967032962,3,545,7500,1,25
155,1bh-5_2019-05-03_00:32_,aaaa::212:7405:5:505,Attacked,GH,36.0,16,1557.9291329625148,2215.875,2427143.183333333,3,545,7500,1,25
156,1bh-5_2019-05-03_00:32_,aaaa::212:7404:4:404,Attacked,GH,40.0,15,637.2698239924974,1197.4,406112.8285714286,2,401,3832,1,25
157,1bh-5_2019-05-03_00:32_,aaaa::212:7404:4:404,Attacked,GH,28.000000000000004,18,549.7550405181961,1068.388888888889,302230.6045751634,2,401,3832,1,25
158,1bh-5_2019-05-03_00:32_,aaaa::212:7404:4:404,Attacked,GH,48.0,13,566.1247484161338,1298.3076923076924,320497.23076923075,2,401,3832,0,25
159,1bh-5_2019-05-03_00:32_,aaaa::212:7404:4:404,Attacked,GH,24.0,19,572.588719855066,1039.2105263157894,327857.84210526315,2,401,3832,2,25
160,1bh-5_2019-05-03_00:32_,aaaa::212:7408:8:808,Attacked,GH,88.0,3,1756.010914924316,1855.3333333333333,3083574.3333333335,4,679,4333,0,25
161,1bh-5_2019-05-03_00:32_,aaaa::212:7408:8:808,Attacked,GH,68.0,8,934.1010575490671,1609.75,872544.7857142857,4,679,4333,0,25
162,1bh-5_2019-05-03_00:32_,aaaa::212:7408:8:808,Attacked,GH,60.0,10,1488.2406615418981,2128.6,2214860.2666666666,4,679,4333,0,25
163,1bh-5_2019-05-03_00:32_,aaaa::212:7408:8:808,Attacked,GH,76.0,6,1345.1281971123296,1653.6666666666667,1809369.8666666665,4,679,4333,0,25
164,1bh-5_2019-05-03_00:32_,aaaa::212:7409:9:909,Attacked,GH,28.000000000000004,18,1117.0375210929183,1889.6666666666667,1247772.8235294116,3,558,6391,0,25
165,1bh-5_2019-05-03_00:32_,aaaa::212:7409:9:909,Attacked,GH,40.0,15,1122.397731050213,1482.6666666666667,1259776.6666666665,3,558,6391,1,25
166,1bh-5_2019-05-03_00:32_,aaaa::212:7409:9:909,Attacked,GH,44.0,14,1132.8549779644795,1709.642857142857,1283360.4010989012,3,558,6391,1,25
167,1bh-5_2019-05-03_00:32_,aaaa::212:7409:9:909,Attacked,GH,28.000000000000004,18,858.3805469596178,1386.111111111111,736817.1633986927,3,558,6391,1,25
168,1bh-5_2019-05-03_00:32_,aaaa::212:740a:a:a0a,Attacked,GH,60.0,10,1055.237019188896,2277.5,1113525.1666666667,4,871,6237,0,25
169,1bh-5_2019-05-03_00:32_,aaaa::212:740a:a:a0a,Attacked,GH,68.0,8,1677.3931251881806,2199.625,2813647.6964285714,4,871,6237,1,25
170,1bh-5_2019-05-03_00:32_,aaaa::212:740a:a:a0a,Attacked,GH,72.0,7,781.8599314333434,2805.4285714285716,611304.9523809524,4,871,6237,0,25
171,1bh-5_2019-05-03_00:32_,aaaa::212:740a:a:a0a,Attacked,GH,64.0,9,431.2363041303457,2203.6666666666665,185964.75,4,871,6237,1,25
172,1bh-5_2019-05-03_00:32_,aaaa::212:7407:7:707,Attacked,GH,52.0,12,766.8514533566142,1356.3333333333333,588061.1515151515,3,407,3719,0,25
173,1bh-5_2019-05-03_00:32_,aaaa::212:7407:7:707,Attacked,GH,48.0,13,578.3830023746353,1337.3076923076924,334526.8974358974,3,407,3719,0,25
174,1bh-5_2019-05-03_00:32_,aaaa::212:7407:7:707,Attacked,GH,80.0,5,742.7406680665871,1232.8,551663.7000000001,3,407,3719,0,25
175,1bh-5_2019-05-03_00:32_,aaaa::212:7407:7:707,Attacked,GH,72.0,7,508.84172859731615,1190.7142857142858,258919.90476190476,3,407,3719,0,25
176,1bh-5_2019-05-03_00:32_,aaaa::212:7406:6:606,Attacked,GH,40.0,15,763.3143769740211,1315.5333333333333,582648.8380952381,2,260,4877,1,25
177,1bh-5_2019-05-03_00:32_,aaaa::212:7406:6:606,Attacked,GH,24.0,19,709.7171580597756,1014.0,503698.44444444444,2,260,4877,1,25
178,1bh-5_2019-05-03_00:32_,aaaa::212:7406:6:606,Attacked,GH,44.0,14,693.1640783829176,1267.857142857143,480476.43956043955,2,260,4877,1,25
